#ID	Description	sub Description	Division	total	%div	top
S60559	{long control region} [human papillomavirus, type 16, Genomic, 860 nt].	{long control region}	Vertebrates	2	100	S70159S1,S70159S2
AF159222	TT virus strain TTm30 unknown gene.	TT virus strain TTm30 unknown	Vertebrates	1	100	AF083161
AF158742	TT virus strain TTm5 ORF2 gene, partial cds.	TT virus strain TTm5	Vertebrates	1	100	AF083154
AF159225	TT virus strain TTm5 unknown gene.	TT virus strain TTm5 unknown	Vertebrates	1	100	AF083154
AF158738	TT virus strain TTm6 nonfunctional ORF2 gene, partial sequence.	TT virus strain TTm6	Vertebrates	1	100	AF083134
AF159226	TT virus strain TTm6 unknown gene.	TT virus strain TTm6 unknown	Vertebrates	1	100	AF083134
AF065400	TT virus unknown gene.	TT virus unknown	Vertebrates	1	100	AF080449
AF315076	TTV-like virus DXL1 unknown genes.	TTV-like	Vertebrates	153	100	EF538880
AF315077	TTV-like virus DXL2 unknown genes.	TTV-like	Vertebrates	153	100	EF538880
AF481086	TTV-like mini virus clone A14, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481087	TTV-like mini virus clone A15, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481088	TTV-like mini virus clone A16, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481081	TTV-like mini virus clone A2, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481082	TTV-like mini virus clone A3, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481083	TTV-like mini virus clone A4, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481084	TTV-like mini virus clone A6, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481085	TTV-like mini virus clone A9, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481065	TTV-like mini virus clone B1, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481068	TTV-like mini virus clone B10, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481079	TTV-like mini virus clone B111, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481080	TTV-like mini virus clone B115, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481069	TTV-like mini virus clone B12, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481070	TTV-like mini virus clone B14, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481071	TTV-like mini virus clone B15, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481072	TTV-like mini virus clone B18, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481073	TTV-like mini virus clone B19, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481066	TTV-like mini virus clone B2, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481074	TTV-like mini virus clone B21, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481075	TTV-like mini virus clone B31, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481067	TTV-like mini virus clone B4, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481076	TTV-like mini virus clone B78, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481077	TTV-like mini virus clone B79, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481078	TTV-like mini virus clone B81, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481089	TTV-like mini virus clone C1, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF481090	TTV-like mini virus clone C5, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425818	TTV-like mini virus clone HD20-1, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425790	TTV-like mini virus clone HD20-10, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425834	TTV-like mini virus clone HD20-11, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425808	TTV-like mini virus clone HD20-12, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425802	TTV-like mini virus clone HD20-13, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425794	TTV-like mini virus clone HD20-14, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425795	TTV-like mini virus clone HD20-15, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425799	TTV-like mini virus clone HD20-16, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425820	TTV-like mini virus clone HD20-17, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425810	TTV-like mini virus clone HD20-18, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425812	TTV-like mini virus clone HD20-19, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425816	TTV-like mini virus clone HD20-2, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425805	TTV-like mini virus clone HD20-20, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425830	TTV-like mini virus clone HD20-21, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425814	TTV-like mini virus clone HD20-22, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425791	TTV-like mini virus clone HD20-23, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425813	TTV-like mini virus clone HD20-24, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425831	TTV-like mini virus clone HD20-27, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425821	TTV-like mini virus clone HD20-28, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425825	TTV-like mini virus clone HD20-29, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425826	TTV-like mini virus clone HD20-3, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425807	TTV-like mini virus clone HD20-30, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425792	TTV-like mini virus clone HD20-31, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425817	TTV-like mini virus clone HD20-32, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425819	TTV-like mini virus clone HD20-33, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425832	TTV-like mini virus clone HD20-34, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425803	TTV-like mini virus clone HD20-35, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425785	TTV-like mini virus clone HD20-36, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425833	TTV-like mini virus clone HD20-37, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425784	TTV-like mini virus clone HD20-38, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425815	TTV-like mini virus clone HD20-39, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425809	TTV-like mini virus clone HD20-4, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425806	TTV-like mini virus clone HD20-40, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425827	TTV-like mini virus clone HD20-41, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425828	TTV-like mini virus clone HD20-42, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425789	TTV-like mini virus clone HD20-43, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425793	TTV-like mini virus clone HD20-44, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425800	TTV-like mini virus clone HD20-45, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425788	TTV-like mini virus clone HD20-46, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425787	TTV-like mini virus clone HD20-47, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425782	TTV-like mini virus clone HD20-48, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425796	TTV-like mini virus clone HD20-49, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425823	TTV-like mini virus clone HD20-5, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425801	TTV-like mini virus clone HD20-50, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425786	TTV-like mini virus clone HD20-51, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425783	TTV-like mini virus clone HD20-52, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425822	TTV-like mini virus clone HD20-53, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425811	TTV-like mini virus clone HD20-54, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425797	TTV-like mini virus clone HD20-55, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425798	TTV-like mini virus clone HD20-6, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425824	TTV-like mini virus clone HD20-7, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425804	TTV-like mini virus clone HD20-8, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF425829	TTV-like mini virus clone HD20-9, untranslated region.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223687	TTV-like mini virus clone M1 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223688	TTV-like mini virus clone M3 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223689	TTV-like mini virus clone M4 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223690	TTV-like mini virus clone M5 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223693	TTV-like mini virus clone O1 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223691	TTV-like mini virus clone O2 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223694	TTV-like mini virus clone O4 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223695	TTV-like mini virus clone O5 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223692	TTV-like mini virus clone P2 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223696	TTV-like mini virus clone P3 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223697	TTV-like mini virus clone P5 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223698	TTV-like mini virus clone P6 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223699	TTV-like mini virus clone S1 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223700	TTV-like mini virus clone S2 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223701	TTV-like mini virus clone S4 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223702	TTV-like mini virus clone T1 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223703	TTV-like mini virus clone T2 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223704	TTV-like mini virus clone T3 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223705	TTV-like mini virus clone T5 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223706	TTV-like mini virus clone U1 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223707	TTV-like mini virus clone U3 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223708	TTV-like mini virus clone U4 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223709	TTV-like mini virus clone U5 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223710	TTV-like mini virus clone U6 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223713	TTV-like mini virus clone U7 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223712	TTV-like mini virus clone V1 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223711	TTV-like mini virus clone V2 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223714	TTV-like mini virus clone V3 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223715	TTV-like mini virus clone V4 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223716	TTV-like mini virus clone V5 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ223717	TTV-like mini virus clone V7 genomic sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
AB038625	TTV-like mini virus complete genome, isolate:TLMV-CLC062.	TTV-like mini virus	Vertebrates	153	100	EF538880
AB038626	TTV-like mini virus complete genome, isolate:TLMV-CLC138.	TTV-like mini virus	Vertebrates	153	100	EF538880
AB038628	TTV-like mini virus complete genome, isolate:TLMV-CLC205.	TTV-like mini virus	Vertebrates	153	100	EF538880
AB059559	TTV-like mini virus ORF2 gene for hypothetical protein, partial cds, isolate:HM0311.	TTV-like mini virus	Vertebrates	153	100	EF538880
AB059560	TTV-like mini virus ORF2 gene for hypothetical protein, partial cds, isolate:HM0315.	TTV-like mini virus	Vertebrates	153	100	EF538880
AB059561	TTV-like mini virus ORF2 gene for hypothetical protein, partial cds, isolate:HM0319.	TTV-like mini virus	Vertebrates	153	100	EF538880
DQ286677	TTV-like mini virus partial sequence.	TTV-like mini virus	Vertebrates	153	100	EF538880
AF333991	TTV-like mini virus isolate BR-001, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF246210	TTV-like mini virus isolate BR-003, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF333989	TTV-like mini virus isolate BR-004, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF333990	TTV-like mini virus isolate BR-011, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF333988	TTV-like mini virus isolate BR-015, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF246214	TTV-like mini virus isolate BR-016, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF246215	TTV-like mini virus isolate BR-020, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF246216	TTV-like mini virus isolate BR-037, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF246217	TTV-like mini virus isolate BR-042, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF246212	TTV-like mini virus isolate BR-101, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF246213	TTV-like mini virus isolate BR-112, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF246211	TTV-like mini virus isolate BR-116, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF333987	TTV-like mini virus isolate BR-120, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF333992	TTV-like mini virus isolate BR-121, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF333993	TTV-like mini virus isolate BR-127, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
DQ221104	TTV-like mini virus isolate D2TL3 ORF1 gene, partial cds.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
DQ221102	TTV-like mini virus isolate F1TL1 ORF1 gene, partial cds.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
DQ221103	TTV-like mini virus isolate H1TL1 ORF1 gene, partial cds.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312405	TTV-like mini virus isolate ITVPI-10, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312408	TTV-like mini virus isolate ITVPI-1537/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312415	TTV-like mini virus isolate ITVPI-1539/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312410	TTV-like mini virus isolate ITVPI-1562/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312411	TTV-like mini virus isolate ITVPI-20, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312401	TTV-like mini virus isolate ITVPI-2016/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312419	TTV-like mini virus isolate ITVPI-2308/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312413	TTV-like mini virus isolate ITVPI-2311/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312402	TTV-like mini virus isolate ITVPI-3333/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312417	TTV-like mini virus isolate ITVPI-3491/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312404	TTV-like mini virus isolate ITVPI-3519/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312407	TTV-like mini virus isolate ITVPI-3569/9, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312412	TTV-like mini virus isolate ITVPI-3757/9, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312409	TTV-like mini virus isolate ITVPI-3817/9, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312420	TTV-like mini virus isolate ITVPI-3900/9, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312400	TTV-like mini virus isolate ITVPI-3903/9, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312418	TTV-like mini virus isolate ITVPI-4436/9, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312414	TTV-like mini virus isolate ITVPI-4438/9, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312406	TTV-like mini virus isolate ITVPI-4439/9, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312416	TTV-like mini virus isolate ITVPI-455/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF312403	TTV-like mini virus isolate ITVPI-823/0, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426039	TTV-like mini virus isolate patient HD1, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426033	TTV-like mini virus isolate patient HD10, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426053	TTV-like mini virus isolate patient HD11, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426051	TTV-like mini virus isolate patient HD12, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426055	TTV-like mini virus isolate patient HD13, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426047	TTV-like mini virus isolate patient HD14, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426045	TTV-like mini virus isolate patient HD15, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426048	TTV-like mini virus isolate patient HD16, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426052	TTV-like mini virus isolate patient HD17, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426035	TTV-like mini virus isolate patient HD18, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426046	TTV-like mini virus isolate patient HD19, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426041	TTV-like mini virus isolate patient HD2, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426029	TTV-like mini virus isolate patient HD20, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426034	TTV-like mini virus isolate patient HD21, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426030	TTV-like mini virus isolate patient HD22, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426031	TTV-like mini virus isolate patient HD23, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426037	TTV-like mini virus isolate patient HD24, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426054	TTV-like mini virus isolate patient HD25, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426050	TTV-like mini virus isolate patient HD26, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426032	TTV-like mini virus isolate patient HD27, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426044	TTV-like mini virus isolate patient HD28, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426049	TTV-like mini virus isolate patient HD29, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426036	TTV-like mini virus isolate patient HD3, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426042	TTV-like mini virus isolate patient HD4, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426043	TTV-like mini virus isolate patient HD6, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426028	TTV-like mini virus isolate patient HD7, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426038	TTV-like mini virus isolate patient HD8, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF426040	TTV-like mini virus isolate patient HD9, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF333994	TTV-like mini virus isolate SC099, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
AF333995	TTV-like mini virus isolate SC314, untranslated region.	TTV-like mini virus isolate	Vertebrates	41	100	EF538880
KF437374	Tunisvirus strain U484 D6/D11 helicase gene, complete cds.	Tunisvirus	Invertebrates	2	100	JX484143,KF483846
KF437375	Tunisvirus strain U484 major capsid protein gene, complete cds.	Tunisvirus	Invertebrates	2	100	JX484143,KF483846
AY197561	Tupaia belangeri gammaherpesvirus 1 glycoprotein B (gB) and DNA polymerase (DPOL) genes, partial cds.	Tupaia	Vertebrates	4	100	ADTA,TAU57337,V01486,X03001
HSVTER	Tupaia herpesvirus (THV) terminal junction DNA.	Tupaia	Vertebrates	4	100	ADTA,TAU57337,V01486,X03001
AF084543	Tupaia herpesvirus major DNA binding protein (DNBI), putative processing and transport protein (PRTP), glycoprotein B (gB), and DNA polymerase (DPOL) genes, complete cds.	Tupaia	Vertebrates	4	100	ADTA,TAU57337,V01486,X03001
AF074327	Tupaia herpesvirus strain 1 DNA polymerase (DPOL) gene, complete cds.	Tupaia	Vertebrates	4	100	ADTA,TAU57337,V01486,X03001
AF074328	Tupaia herpesvirus strain 2 DNA polymerase (DPOL) gene, complete cds.	Tupaia	Vertebrates	4	100	ADTA,TAU57337,V01486,X03001
AF281817	Tupaia herpesvirus strain 2, complete genome.	Tupaia	Vertebrates	4	100	ADTA,TAU57337,V01486,X03001
AF228035	Tupaia herpesvirus viral terminase (VTER), T94 protein (T94), T93 protein (T93), T92 protein (T92), T90 protein (T90), and T91 protein (T91) genes, complete cds.	Tupaia	Vertebrates	4	100	ADTA,TAU57337,V01486,X03001
AF079780	Tupaia paramyxovirus, complete genome.	Tupaia	Vertebrates	4	100	ADTA,TAU57337,V01486,X03001
AY840978	Tupaia rhabdovirus, complete genome.	Tupaia	Vertebrates	4	100	ADTA,TAU57337,V01486,X03001
AF098456	Turkey meningoencephalitis virus NS5 gene, partial sequence.	Turkey	Vertebrates	1213	87.96	TRTVF
X12749	Turnip crinkle virus satellite RNA, RNA F.	Turnip crinkle virus	Plants	35	100	DQ286868
X12750	Turnip crinkle virus virulent satellite RNA C.	Turnip crinkle virus	Plants	35	100	DQ286868
AJ133821	unidentified black currant Totiviridae genomic RNA for partial pol gene.	unidentified	Plants	11	42.31	HQ828122
AF401047	Unidentified chinese clam virus 16-50 RNA-dependent RNA polymerase gene, partial cds.	Unidentified	Invertebrates	85	83.33	DQ349207
AF198464S1	Unidentified baculovirus genomic sequence.	Unidentified baculovirus	Invertebrates	5	100	JF979140
AF198465	Unidentified baculovirus genomic sequence.	Unidentified baculovirus	Invertebrates	5	100	JF979140
AF198466	Unidentified baculovirus genomic sequence.	Unidentified baculovirus	Invertebrates	5	100	JF979140
AF198467	Unidentified baculovirus genomic sequence.	Unidentified baculovirus	Invertebrates	5	100	JF979140
AB021155	Unidentified baculovirus HHNBV-XIA gene, complete cds.	Unidentified baculovirus	Invertebrates	5	100	JF979140
AF198464S2	Unidentified baculovirus putative regulation factor gene, complete cds.	Unidentified baculovirus	Invertebrates	5	100	JF979140
EU334680	Unidentified herpesvirus isolate caprine DNA polymerase gene, partial cds.	Unidentified herpesvirus isolate	Vertebrates	22	100	GQ888669
JF900475	Unidentified human coronavirus isolate 229E/RPB_1040 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900474	Unidentified human coronavirus isolate HKU1/GRP_E45 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900463	Unidentified human coronavirus isolate OC43/GRP_E156 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900468	Unidentified human coronavirus isolate OC43/RPB_1032 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900467	Unidentified human coronavirus isolate OC43/RPB_106 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900469	Unidentified human coronavirus isolate OC43/RPB_1256 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900470	Unidentified human coronavirus isolate OC43/RPB_1530 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900471	Unidentified human coronavirus isolate OC43/RPB_1532 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900472	Unidentified human coronavirus isolate OC43/RPB_1543 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900473	Unidentified human coronavirus isolate OC43/RPB_1696 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900465	Unidentified human coronavirus isolate OC43/RPB_31 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900464	Unidentified human coronavirus isolate OC43/RPB_7 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
JF900466	Unidentified human coronavirus isolate OC43/RPB_81 RNA-dependent RNA polymerase (L) gene, partial cds.	Unidentified human coronavirus isolate	Vertebrates	19	100	JN251784
AY437559	Varanid herpesvirus 1 DNA dependent DNA polymerase gene, partial cds.	Varanid	Vertebrates	1	100	EU914208
AB189433	Varanid herpesvirus 2 gene for DNA polymerase, partial cds.	Varanid	Vertebrates	1	100	EU914208
AJ236121	Varanus komodoensis retrovirus partial pol and pro genes isolate RV-Komodo dragon.	Varanus komodoensis	Vertebrates	1	100	Y07807
